CODICE,CODICE_SIF,CODICE_FOG,MACROAREE,CODICE_SSG,PROVINCIA,COMUNE,CODICEWISE,RETE,QUANTI_ESECUTORE,STATO,DATA_INIZIO,DATA_FINE,ALTRO_CODICE,SOSTITUITO_DA,SOSTITUISCE,X_GB,Y_GB,X_WGS84,Y_WGS84,ORIGINE_COORDINATE,QUOTA_MISU,QUOTA_PC_SLM,H_BP,PROFONDITA,FILTRI_N,FILTRI_TOP,FILTRI_BOTTOM,USO,TIPO,GWB_2015,Codice WISE Corpo idrico,Nome Corpo Idrico,SONDA AUTOMATICA,NOTE,ORIGINE,lat,lon,ALTRI CODICI,z_PTUA2003,z_CAP,z_Idroscalo2005,z_OLONA,z_Milano1950,z_SSG,STRAT,FALDA,FLT1_DA,FLT1_A,FLT2_DA,FLT2_A
PO0181770U0020,,,2.0,,PV,VIGEVANO,IT03GWBISSMPP_PO0181770U0020,3.0,2,M,2008-01-01 00:00:00,2020-10-01,,,,1488880.0,5017041.0,488853.0,5017022.0,1.0,103.06,102.99,0.07,46.0,1.0,30.0,42.0,POTABILE,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,,20-via S. Maria,PTUA2022-PTUA2003,45.306613277258435,8.85780764172826,50,103.0,,,,,,X,1,30.0,42.0,,
PO018180NUP001,,,2.0,,PV,VILLANTERIO,IT03GWBISSMPTLS_PO018180NUP001,3.0,2,M,2015-05-01 00:00:00,2021-04-01,314,,,1528191.0,5007176.0,528164.0,5007157.0,1.0,73.02,73.82,0.8,73.0,1.0,56.0,68.0,POTABILE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,,,PTUA2022,45.217338595589545,9.3587004898544,,,,,,,,,,,,,
PO012002NU0008,,,1.0,,VA,ALBIZZATE,IT03GWBISSAPTA_PO012002NU0008,3.0,2,M,2011-09-01 00:00:00,2021-03-01,,,PO0120020U0006,1485028.0,5065335.0,485002.0,5065315.0,1.0,313.8,315.12,-1.32,48.5,1.0,18.0,28.5,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,Gestore spegne pozzo al massimo per 30'-via G. Rossa 8,PTUA2022-PTUA2003,45.741229132208446,8.807205017197962,PO1200200800T0,317.9,,,,,,X,SUPERF.,,,,
PO012026NU3021,,,1.0,,VA,BUSTO ARSIZIO,IT03GWBISSAPTA_PO012026NU3021,3.0,2,M,2001-05-01 00:00:00,2021-03-01,,,,1486410.0,5048290.0,486383.0,5048270.0,1.0,201.672,204.682,-3.01,102.0,2.0,42.0,95.0,INDUSTRIALE,POZZO ATTREZZATO CON PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,Gestore spegne pozzo al massimo per 30'-via Marco Polo,PTUA2022-OLONA,45.5878385047091,8.825434770924014,PO1202602103T0,,,,210.5,,,X,SUPERF.,,,,
PO0120500RZ001,,,1.0,,VA,CISLAGO,IT03GWBISSAPTA_PO0120500RZ001,1.0,2,M,2005-12-01 00:00:00,2021-04-01,,,,1495407.0,5054852.0,495380.0,5054832.0,1.0,207.042,207.752,-0.71,15.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.6470207268182,8.940710862731478,,,,,,,,,,,,,
PO012070NU1007,,,1.0,,VA,GALLARATE,IT03GWBISSAPTA_PO012070NU1007,1.0,2,M,2004-01-01 00:00:00,2021-04-01,,,,1482417.0,5056423.0,482391.0,5056403.0,1.0,252.806,254.856,-2.05,65.0,4.0,32.0,55.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,Gestore spegne pozzo al massimo per 30',PTUA2022,45.66095290747508,8.773965068909195,,,,,,,,,,,,,
PO0120750R2020,,,1.0,,VA,GERENZANO,IT03GWBISSAPTA_PO0120750R2020,3.0,2,M,2001-01-01 00:00:00,2021-04-01,,,,1498270.0,5052550.0,498243.0,5052530.0,1.0,220.926,220.626,0.3,62.0,1.0,33.5,59.0,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.62631377148765,8.977460464647569,,,,,,,,,,,,,
PO0120790RZ001,,,1.0,,VA,GORLA MINORE,IT03GWBISSAPTA_PO0120790RZ001,1.0,2,M,2005-12-01 00:00:00,2021-03-01,,,,1494784.0,5054465.0,494757.0,5054445.0,1.0,241.321,241.521,-0.2,50.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.64353294976908,8.932719987563429,,,,,,,,,,,,,
PO012090NU2009,,,1.0,,VA,LONATE POZZOLO,IT03GWBISSAPTA_PO012090NU2009,3.0,2,M,2001-02-01 00:00:00,2021-04-01,,,,1477650.0,5050147.0,477623.0,5050127.0,1.0,208.446,207.946,0.5,82.6,1.0,55.0,74.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,Gestore spegne pozzo al massimo per 30',PTUA2022,45.60432632285084,8.713050565367158,,,,,,,,,,,,,
PO0121180U0005,,,1.0,,VA,SAMARATE,IT03GWBISSAPTA_PO0121180U0005,3.0,2,M,2001-08-01 00:00:00,2021-03-01,,,,1481069.0,5052907.0,481042.0,5052887.0,1.0,223.767,226.067,-2.3,80.0,2.0,50.0,72.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,Gestore spegne pozzo al massimo per 30'-via Mezzomonte - C. Costa,PTUA2022-PTUA2003,45.62927043532758,8.756785997346258,PO1211800500T0,223.7,,,,,,X,SUPERF.,,,,
PO012119NUP001,,,1.0,,VA,SARONNO,IT03GWBISSAPTA_PO012119NUP001,1.0,1,N,2015-05-01 00:00:00,2020-10-01,57,,,1504078.0,5054393.0,504052.0,5054374.0,1.0,225.874,225.614,-0.26,60.0,1.0,54.0,60.0,POTABILE,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.642901863777745,9.051996099372985,,,,,,,,,,,,,
PO012123NUP001,,,1.0,,VA,SOMMA LOMBARDO,IT03GWBISSAPTA_PO012123NUP001,3.0,2,M,2015-01-01 00:00:00,2021-03-01,11,,,1477421.0,5053964.0,477395.0,5053945.0,1.0,228.186,231.736,3.55,100.0,1.0,58.0,88.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,Gestore spegne pozzo al massimo per 30',PTUA2022,45.63868410269294,8.70994971872744,,,,,,,,,,,,,
PO0121300RZ001,,,1.0,,VA,UBOLDO,IT03GWBISSAPTA_PO0121300RZ001,1.0,2,N,2005-11-01 00:00:00,2021-04-01,,,,1497841.0,5049232.0,497814.0,5049212.0,1.0,203.65,204.2,-0.55,45.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.596447373390106,8.971971952273773,,,,,,,,,,,,,
PO012136NUZ001,,,1.0,,VA,VENEGONO INFERIORE,IT03GWBISSAPTA_PO012136NUZ001,1.0,1,N,2005-08-01 00:00:00,2020-07-01,,PO012136NU0001,,1493256.0,5064410.0,493230.0,5064390.0,1.0,315.709,316.009,-0.3,67.0,2.0,28.0,55.0,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.73303295747794,8.912986328360603,,,,,,,,,,,,,
PO0151750U0003,0151750003,,,,MI,PIOLTELLO                                                                                                                                                                                                                                                     ,,,,,1977-01-01 00:00:00,1995-12-01,,,,1525282.9396115087,5036582.601115773,525254.740105599,5036562.589968897,,113.76,,,,,,,,,,IT03GWBISSAPTA,,,,CAP,45.482135452607004,9.32315107283557,,,113.76,,,,,,,,,,
CAP-0151750289,0151750289,,,,MI,PIOLTELLO                                                                                                                                                                                                                                                     ,,,,,1996-01-01 00:00:00,2015-12-01,,,,1525025.0006116198,5036125.0001158165,524996.8078820193,5036104.996545999,,113.01,,,,,,,,,,IT03GWBISSAPTA,,,FEM Limito,CAP-Idroscalo2005,45.47802593101056,9.319827407973612,,,113.01,113.14,,,,,,,,,
PO0152050U0004,0152050004,,,,MI,SEGRATE                                                                                                                                                                                                                                                       ,,,,,1977-01-01 00:00:00,1995-12-01,,,,1523932.355612084,5035450.226115884,523904.18632479507,5035430.230752269,,111.25,,,,,,,,,,IT03GWBISSAPTA,,,,CAP,45.47199061866674,9.305814962271398,,,111.25,,,,,,,,,,
PO0152050U0138,0152050138,,,,MI,SEGRATE                                                                                                                                                                                                                                                       ,,,,,2002-08-01 00:00:00,2015-12-01,,,,1523064.261612452,5035094.303115919,523036.11019978503,5035074.31086532,,111.21,,,,,,,,,,IT03GWBISSAPTA,,,Idroscalo,CAP,45.46881615345246,9.294692803220963,,,111.21,,,,,,,,,,
CAP-0152050140,0152050140,,,,MI,SEGRATE                                                                                                                                                                                                                                                       ,,,,,1999-01-01 00:00:00,2008-12-01,,,,1523055.000612456,5035090.000115921,523026.84939258854,5035070.007908097,,111.21,,,,,,,,,,IT03GWBISSAPTA,,,Idroscalo,CAP-Idroscalo2005,45.46877772782451,9.294574132822106,,,111.21,110.72,,,,,,,,,
CAP-0151910009,0151910009,,,,MI,SAN COLOMBANO AL LAMBRO                                                                                                                                                                                                                                       ,,,,,1987-01-01 00:00:00,2003-12-01,,,,1539965.0006055166,5001295.000118841,539936.6705359794,5001275.717460201,,66.78,,,,,,,,,,IT03GWBISSMPTLS,,,,CAP,45.16383026923928,9.508162443482277,,,66.78,,,,,,,,,,
CAP-0150500002,0150500002,,,,MI,CARPIANO                                                                                                                                                                                                                                                      ,,,,,1999-01-01 00:00:00,2015-12-01,,,,1521220.595613307,5020704.055117214,521192.53896247916,5020684.327313403,,88.49,,,,,,,,,,IT03GWBISSMPTLS,,,delle Arti,CAP,45.33934763316285,9.270490091474075,,,88.49,,,,,,,,,,
CAP-0151150001,0151150001,,,,MI,LACCHIARELLA                                                                                                                                                                                                                                                  ,,,,,1999-01-01 00:00:00,2015-12-01,,,,1510748.8716177337,5019046.171117418,510721.0196967169,5019026.431030868,,95.22,,,,,,,,,,IT03GWBISSMPTLS,,,Via Trento,CAP,45.32466260180984,9.136801927843448,,,95.22,,,,,,,,,,
CAP-0152020001,0152020001,,,,MI,SAN ZENONE AL LAMBRO                                                                                                                                                                                                                                          ,,,,,1983-01-01 00:00:00,1984-12-01,,,,1528049.8296104372,5019050.828117329,528021.6508386207,5019031.160016311,,82.63,,,,,,,,,,IT03GWBISSMPLAS,,,,CAP,45.32422742753925,9.35755803278256,,,82.63,,,,,,,,,,
CAP-0152020002,0152020002,,,,MI,SAN ZENONE AL LAMBRO                                                                                                                                                                                                                                          ,,,,,1985-01-01 00:00:00,1995-12-01,,,,1528036.6586104431,5019062.818117326,528008.4800375291,5019043.149734716,,83.09,,,,,,,,,,IT03GWBISSMPLAS,,,,CAP,45.32433587583473,9.357390654407672,,,83.09,,,,,,,,,,
PO0150150U0005,0150150005,,,,MI,BASIGLIO                                                                                                                                                                                                                                                      ,,,,,1999-01-01 00:00:00,2015-12-01,,,,1512117.972617131,5023730.734116993,512090.0752990085,5023710.911131381,,102.23,,,,,,,,,,IT03GWBISSMPTLN,,,Vivaldi,CAP,45.36680697407395,9.154385811888776,,,102.23,,,,,,,,,,
CAP-0151250001,0151250001,,,,MI,LOCATE DI TRIULZI                                                                                                                                                                                                                                             ,,,,,1977-01-01 00:00:00,2015-12-01,,,,1517414.8596149017,5022682.33211706,517386.86661158653,5022662.551040866,,94.84,,,,,,,,,,IT03GWBISSMPTLN,,,Piazza Gramsci,CAP,45.3572589360192,9.22198654825487,,,94.84,,,,,,,,,,
PO0151250U0004,0151250004,,,,MI,LOCATE DI TRIULZI                                                                                                                                                                                                                                             ,,,,,1999-01-01 00:00:00,2015-12-01,,,,1517851.8516147193,5022283.9091170905,517823.85201706213,5022264.13739753,,94.99,,,,,,,,,,IT03GWBISSMPTLN,,,Via Nenni,CAP,45.35366171856356,9.227551335567595,,,94.99,,,,,,,,,,
CAP-0151400003,0151400003,,,,MI,MELEGNANO                                                                                                                                                                                                                                                     ,,,,,1982-01-01 00:00:00,1995-12-01,,,,1525299.000611574,5023271.000116964,525270.8562340838,5023251.240747944,,92.47,,,,,,,,,,IT03GWBISSMPTLN,,,,CAP,45.3623178772896,9.32267402649577,,,92.47,,,,,,,,,,
PO0151590U0002,0151590002,,,,MI,OPERA                                                                                                                                                                                                                                                         ,,,,,1977-01-01 00:00:00,1995-12-01,,,,1516476.998615285,5024983.2611168595,516449.0137381384,5024963.432614381,,98.41,,,,,,,,,,IT03GWBISSMPTLN,,,,CAP,45.377992469622264,9.210089263316242,,,98.41,,,,,,,,,,
PO0151590U0004,0151590004,,,,MI,OPERA                                                                                                                                                                                                                                                         ,,,,,1999-01-01 00:00:00,2015-12-01,,,,1516911.6866150908,5026997.2981166765,516883.68513344356,5026977.433336375,,103.52,,,,,,,,,,IT03GWBISSMPTLN,,,Mirasole,CAP,45.39611064861643,9.215709851972777,,,103.52,,,,,,,,,,
CAP-0151890001,0151890001,,,,MI,ROZZANO                                                                                                                                                                                                                                                       ,,,,,1977-01-01 00:00:00,2002-06-01,,,,1511442.7736174108,5024760.111116908,511414.88476084196,5024740.265846566,,101.91,,,,,,,,,,IT03GWBISSMPTLN,,,,CAP,45.37608384326454,9.145787708659222,,,101.91,,,,,,,,,,
PO0151920U0002,0151920002,,,,MI,SAN DONATO MILANESE                                                                                                                                                                                                                                           ,,,,,1977-01-01 00:00:00,1979-12-01,,,,1520327.0266136366,5029526.188116434,520298.9500894893,5029506.28974576,,101.61,,,,,,,,,,IT03GWBISSMPTLN,,,,CAP,45.41878262816055,9.259447836899156,,,101.61,,,,,,,,,,
PO0151920U0005,0151920005,,,,MI,SAN DONATO MILANESE                                                                                                                                                                                                                                           ,,,,,1999-01-01 00:00:00,2015-12-01,,,,1520838.6426134144,5030695.592116323,520810.55155489093,5030675.67376439,,103.18,,,,,,,,,,IT03GWBISSMPTLN,,,Via A.Moro,CAP-Idroscalo2005,45.42929339976221,9.266036154487441,,,103.18,103.51,,,,,,,,,
CAP-0151920023,0151920023,,,,MI,SAN DONATO MILANESE                                                                                                                                                                                                                                           ,,,,,1984-01-01 00:00:00,1995-12-01,,,,1519835.000613844,5029600.000116427,519806.9330744676,5029580.098299815,,102.63,,,,,,,,,,IT03GWBISSMPTLN,,,,CAP,45.41946110268326,9.253162230259981,,,102.63,,,,,,,,,,
CAP-0151920024,0151920024,,,,MI,SAN DONATO MILANESE                                                                                                                                                                                                                                           ,,,,,1980-04-01 00:00:00,1983-12-01,,,,1520390.0006136054,5030365.000116355,520361.919405224,5030345.086146387,,103.35,,,,,,,,,,IT03GWBISSMPTLN,,,,CAP,45.42633094224568,9.26028735272433,,,103.35,,,,,,,,,,
CAP-0151950005,0151950005,,,,MI,SAN GIULIANO MILANESE                                                                                                                                                                                                                                         ,,,,,1977-01-01 00:00:00,1979-12-01,,,,1522067.0006129164,5026985.000116649,522038.9018134639,5026965.15704984,,96.74,,,,,,,,,,IT03GWBISSMPTLN,,,,CAP,45.39585677409619,9.281572833140935,,,96.74,,,,,,,,,,
CAP-0151950006,0151950006,,,,MI,SAN GIULIANO MILANESE                                                                                                                                                                                                                                         ,,,,,1980-05-01 00:00:00,1995-12-01,,,,1523627.0006122626,5026282.000116708,523598.8752771868,5026262.176841951,,94.44,,,,,,,,,,IT03GWBISSMPTLN,,,,CAP,45.38947825262076,9.301469412768265,,,94.44,,,,,,,,,,
PO0151950U0007,0151950007,,,,MI,SAN GIULIANO MILANESE                                                                                                                                                                                                                                         ,,,,,1980-01-01 00:00:00,2002-03-01,,,,1519362.736614058,5026815.9131166795,519334.68959453,5026796.061981088,,100.01,,,,,,,,,,IT03GWBISSMPTLN,,,,CAP,45.39441465572918,9.247017062941808,,,100.01,,,,,,,,,,
PO0151950U0012,0151950012,,,,MI,SAN GIULIANO MILANESE                                                                                                                                                                                                                                         ,,,,,1999-03-01 00:00:00,2006-06-01,,,,1520796.1226134496,5027435.164116615,520768.04594156716,5027415.3072424885,,98.68,,,,,,,,,,IT03GWBISSMPTLN,,,Via Liberazione,CAP,45.39994753742623,9.265355303040508,,,98.68,,,,,,,,,,
PO0151950U0015,0151950015,,,,MI,SAN GIULIANO MILANESE                                                                                                                                                                                                                                         ,,,,,1999-04-01 00:00:00,2002-03-01,,,,1523870.926612164,5025500.631116774,523842.79992397566,5025480.823634571,,93.46,,,,,,,,,,IT03GWBISSMPTLN,,,Via Tolstoy,CAP,45.382436878105935,9.304547674081688,,,93.46,,,,,,,,,,
PO0152470UA202,0152470001,,,,MI,ZIBIDO SAN GIACOMO                                                                                                                                                                                                                                            ,,,,,1980-01-01 00:00:00,1995-12-01,,,,1508836.1466185148,5023878.102116996,508808.31067835743,5023858.26265676,,103.48,,,,,,,,,,IT03GWBISSMPTLN,,,,CAP,45.36818228892857,9.11248161054941,,,103.48,,,,,,,,,,
CAP-0152220001,0152220001,,,,MI,TRIBIANO                                                                                                                                                                                                                                                      ,,,,,1982-01-01 00:00:00,2015-12-01,,,,1528826.000610062,5027968.000116525,528797.7700656902,5027948.166605384,,94.58,,,,,,,,,,IT03GWBISSMPLAN,,,,CAP,45.40445944148314,9.367981157970549,,,94.58,,,,,,,,,,
CAP-0152230001,0152230001,,,,MI,TRIBIANO                                                                                                                                                                                                                                                      ,,,,,2003-03-01 00:00:00,2013-06-01,,,,1528826.000610062,5027968.000116525,528797.7700656902,5027948.166605384,,94.58,,,,,,,,,,IT03GWBISSMPLAN,,,Puccini,CAP,45.40445944148314,9.367981157970549,,,94.58,,,,,,,,,,
PO0151220U0001,0151220001,,,,MI,LISCATE                                                                                                                                                                                                                                                       ,,,,,1980-01-01 00:00:00,1995-12-01,,,,1531948.307608699,5036644.735115733,531919.9819920035,5036624.75054607,,112.44,,,,,,,,,,IT03GWBISSMPLAN,,,,CAP,45.482421849032406,9.408439332294137,,,112.44,,,,,,,,,,
PO0151390U0001,0151390001,,,,MI,MEDIGLIA                                                                                                                                                                                                                                                      ,,,,,1996-01-01 00:00:00,2015-12-01,,,,1526614.6826109895,5028763.748116465,526586.4905159579,5028743.890352231,,96.34,,,,,,,,,,IT03GWBISSMPLAN,,,Via Stephenson,CAP,45.41170938227866,9.33976863677927,,,96.34,,,,,,,,,,
CAP-01080310001,01080310001,,,,MI,MEDIGLIA                                                                                                                                                                                                                                                      ,,,,,1980-05-01 00:00:00,1995-12-01,,,,1526614.6826109895,5028763.748116465,526586.4905159579,5028743.890352231,,96.34,,,,,,,,,,IT03GWBISSMPLAN,,,,CAP,45.41170938227866,9.33976863677927,,,96.34,,,,,,,,,,
PO0151670U0001,0151670001,,,,MI,PANTIGLIATE                                                                                                                                                                                                                                                   ,,,,,1980-01-01 00:00:00,2015-12-01,,,,1527808.9706104684,5032030.970116169,527780.7423593218,5032011.055545497,,102.37,,,,,,,,,,IT03GWBISSMPLAN,,,,CAP,45.44107097634637,9.355214981541996,,,102.37,,,,,,,,,,
PO0151710U0001,0151710001,,,,MI,PESCHIERA BORROMEO                                                                                                                                                                                                                                            ,,,,,1977-01-01 00:00:00,1995-12-01,,,,1524591.7856118288,5031180.09211626,524563.621657495,5031160.180237381,,100.3,,,,,,,,,,IT03GWBISSMPLAN,,,,CAP,45.43353267644249,9.31403784731998,,,100.3,,,,,,,,,,
CAP-0151710024,0151710024,,,,MI,PESCHIERA BORROMEO                                                                                                                                                                                                                                            ,,,,,1996-02-01 00:00:00,1999-05-01,,,,1523294.867612383,5029865.267116387,523266.73362634255,5029845.374697794,,96.75,,,,,,,,,,IT03GWBISSMPLAN,,,Depuratore,CAP,45.42174232285351,9.297395636962406,,,96.75,,,,,,,,,,
CAP-0151710197,0151710197,,,,MI,PESCHIERA BORROMEO                                                                                                                                                                                                                                            ,,,,,1996-01-01 00:00:00,2015-12-01,,,,1522946.0006125297,5030000.000116375,522917.87265375775,5029980.103696898,,98.53,,,,,,,,,,IT03GWBISSMPLAN,,,FEM Mezzate,CAP,45.422966560279676,9.292942823019516,,,98.53,,,,,,,,,,
PO0151850U0001,0151850001,,,,MI,RODANO                                                                                                                                                                                                                                                        ,,,,,1982-01-01 00:00:00,2015-12-01,,,,1528072.3076103386,5035498.719115858,528044.0599491434,5035478.740077,,110.41,,,,,,,,,,IT03GWBISSMPLAN,,,,CAP,45.472273180825454,9.358779675790284,,,110.41,,,,,,,,,,
CAP-0151850004,0151850004,,,,MI,RODANO                                                                                                                                                                                                                                                        ,,,,,1999-01-01 00:00:00,2014-04-01,,,,1528143.3996103085,5035524.179115853,528115.1505007466,5035504.199891653,,110.26,,,,,,,,,,IT03GWBISSMPLAN,,,via S.Pellico,CAP,45.472499484442785,9.359690607408906,,,110.26,,,,,,,,,,
PO0152100U0001,0152100001,,,,MI,SETTALA                                                                                                                                                                                                                                                       ,,,,,1977-01-01 00:00:00,1995-12-01,,,,1529843.7136095932,5035307.304115862,529815.4332975318,5035287.336070785,,109.11,,,,,,,,,,IT03GWBISSMPLAN,,,,CAP,45.4704769308735,9.381429502291873,,,109.11,,,,,,,,,,
CAP-0980130001,0980130001,,,,LO,CASTELNUOVO BOCCA D'ADDA                                                                                                                                                                                                                                      ,,,,,1995-02-01 00:00:00,2009-12-01,,,,1568202.0005936776,4995450.00011921,568173.1611725632,4995430.945148125,,45.24,,,,,,,,,,IT03GWBISSBPPO,,,via Cairoli serb.,CAP,45.1090597614086,9.866619413229678,,,45.24,,,,,,,,,,
CAP-0980290001,0980290001,,,,LO,GUARDAMIGLIO                                                                                                                                                                                                                                                  ,,,,,1983-02-01 00:00:00,1984-12-01,,,,1553595.0005998155,4995355.000119296,553566.437605391,4995335.8864261955,,47.29,,,,,,,,,,IT03GWBISSBPPO,,,,CAP,45.10946212615697,9.680943036997201,,,47.29,,,,,,,,,,
CAP-0980290003,0980290003,,,,LO,GUARDAMIGLIO                                                                                                                                                                                                                                                  ,,,,,1995-02-01 00:00:00,1995-12-01,,,,1553662.000599786,4995624.000119274,553633.4352238366,4995604.881613837,,47.46,,,,,,,,,,IT03GWBISSBPPO,,,,CAP,45.11187830137956,9.681823487043605,,,47.46,,,,,,,,,,
CAP-0980490001,0980490001,,,,LO,SAN ROCCO AL PORTO                                                                                                                                                                                                                                            ,,,,,1985-01-01 00:00:00,2009-12-01,,,,1554770.0005993394,4992220.000119568,554741.4283956187,4992200.95062282,,51.92,,,,,,,,,,IT03GWBISSBPPO,,,via Acquedotto,CAP,45.08115418872243,9.69553592959806,,,51.92,,,,,,,,,,
CAP-0980150003,0980150003,,,,LO,CASTIRAGA VIDARDO                                                                                                                                                                                                                                             ,,,,,1987-01-01 00:00:00,2009-12-01,,,,1530789.0006093208,5012188.000117925,530760.7986433454,5012168.473228633,,75.53,,,,,,,,,,IT03GWBISSMPTLS,,,Cascina Pollarana,CAP,45.26233989478467,9.392083057110812,,,75.53,,,,,,,,,,
CAP-0980280001,0980280001,,,,LO,GRAFFIGNANA                                                                                                                                                                                                                                                   ,,,,,1995-02-01 00:00:00,2009-12-01,,,,1535471.000607379,5006700.00011839,535442.7329986357,5006680.5965210805,,69.13,,,,,,,,,,IT03GWBISSMPTLS,,,via Milano - serb.,CAP,45.21272157861054,9.451366895736745,,,69.13,,,,,,,,,,
CAP-0980500005,0980500005,,,,LO,SANT'ANGELO LODIGIANO                                                                                                                                                                                                                                         ,,,,,1983-01-01 00:00:00,2009-12-01,,,,1532041.0006088216,5007048.000118375,532012.7963636792,5007028.5756765455,,74.38,,,,,,,,,,IT03GWBISSMPTLS,,,fraz.Ranera,CAP,45.2160181352273,9.40770984603638,,,74.38,,,,,,,,,,
CAP-0980590001,0980590001,,,,LO,VALERA FRATTA                                                                                                                                                                                                                                                 ,,,,,1983-01-01 00:00:00,2009-09-01,,,,1526403.0006111723,5011526.000118006,526374.8842656376,5011506.467503513,,77.81,,,,,,,,,,IT03GWBISSMPTLS,,,serb. scuola materna,CAP,45.2565591692944,9.336145232120957,,,77.81,,,,,,,,,,
CAP-0980040003,0980040003,,,,LO,BORGHETTO LODIGIANO                                                                                                                                                                                                                                           ,,,,,1992-01-01 00:00:00,1995-12-01,,,,1538844.0006059573,5006972.000118343,538815.6681348551,5006952.605393158,,67.66,,,,,,,,,,IT03GWBISSMPLAS,,,,CAP,45.21499216815805,9.494341253329331,,,67.66,,,,,,,,,,
CAP-0980040007,0980040007,,,,LO,BORGHETTO LODIGIANO                                                                                                                                                                                                                                           ,,,,,1990-01-01 00:00:00,2009-12-01,,,,1539108.0006058586,5004665.000118549,539079.6727313151,5004645.6501371,,60.63,,,,,,,,,,IT03GWBISSMPLAS,,,Casoni 3,CAP,45.19421205471656,9.497522346697389,,,60.63,,,,,,,,,,
CAP-0980050002,0980050002,,,,LO,BORGO SAN GIOVANNI                                                                                                                                                                                                                                            ,,,,,1987-01-01 00:00:00,1993-10-01,,,,1533421.0006082042,5013656.000117781,533392.7428121524,5013636.456405661,,77.78,,,,,,,,,,IT03GWBISSMPLAS,,,,CAP,45.27543349414422,9.425728199694861,,,77.78,,,,,,,,,,
CAP-0980050003,0980050003,,,,LO,BORGO SAN GIOVANNI                                                                                                                                                                                                                                            ,,,,,1994-01-01 00:00:00,1995-12-01,,,,1533474.0006081813,5013677.000117776,533445.7417235344,5013657.456228823,,77.76,,,,,,,,,,IT03GWBISSMPLAS,,,,CAP,45.27561999807457,9.426405286228286,,,77.76,,,,,,,,,,
CAP-0980070001,0980070001,,,,LO,CAMAIRAGO                                                                                                                                                                                                                                                     ,,,,,1988-05-01 00:00:00,2009-12-01,,,,1556980.0005983326,5006056.000118326,556951.3292749213,5006036.698001108,,60.4,,,,,,,,,,IT03GWBISSMPLAS,,,via 4 novembre,CAP,45.205515022588294,9.725189592422693,,,60.4,,,,,,,,,,
CAP-0980140001,0980140001,,,,LO,CASTIGLIONE D'ADDA                                                                                                                                                                                                                                            ,,,,,1983-01-01 00:00:00,1988-03-01,,,,1554445.0005993894,5007722.000118198,554416.3702598354,5007702.655972789,,60.31,,,,,,,,,,IT03GWBISSMPLAS,,,,CAP,45.22071058228683,9.693095247153504,,,60.31,,,,,,,,,,
CAP-0980140003,0980140003,,,,LO,CASTIGLIONE D'ADDA                                                                                                                                                                                                                                            ,,,,,2007-01-01 00:00:00,2009-12-01,,,,1554303.000599454,5006895.00011827,554274.3763725475,5006875.671027907,,62.79,,,,,,,,,,IT03GWBISSMPLAS,,,Astronauti,CAP,45.21327791136104,9.691196630218071,,,62.79,,,,,,,,,,
