CODICE PUNTO,DATA,PIEZOMETRIA [m s.l.m.]
PO0170880RC541,2011-04-29,60.72
PO0170880RC541,2011-05-25,60.55
PO0170880RC541,2011-06-01,60.51
PO0170880RC541,2011-07-25,60.52
PO0170880RC541,2011-08-25,60.92
PO0170880RC541,2011-09-30,60.69
PO0170880RC541,2011-10-27,60.83
PO0170880RC541,2011-11-30,60.76
PO0170880RC541,2011-12-22,60.8
PO0170880RC541,2012-01-26,60.76
PO0170880RC541,2012-02-29,60.56
PO0170880RC541,2012-03-21,60.57
PO0170880RC541,2012-04-19,60.61
PO0170880RC541,2012-05-28,60.56
PO0170880RC541,2012-06-28,60.48
PO0170880RC541,2012-07-31,60.61
PO0170880RC541,2012-08-24,60.31
PO0170880RC541,2012-09-25,60.49
PO0170880RC541,2012-10-24,60.7
PO0170880RC541,2012-11-27,60.73
PO0170880RC541,2012-12-18,60.93
PO0170880RC541,2013-01-24,60.93
PO0170880RC541,2013-02-28,60.8
PO0170880RC541,2013-03-19,60.96
PO0170880RC541,2013-04-22,60.9
PO0170880RC541,2013-05-28,60.96
PO0170880RC541,2013-06-21,60.71
PO0170880RC541,2013-07-26,60.58
PO0170880RC541,2013-08-20,60.68
PO0170880RC541,2013-09-24,60.66
PO0170880RC541,2013-10-28,60.72
PO0170880RC541,2013-11-26,61.06
PO0170880RC541,2013-12-18,60.64
PO0170880RC541,2014-01-21,60.91
PO0170880RC541,2014-02-19,60.8
PO0170880RC541,2014-03-25,60.61
PO0170880RC541,2014-04-23,60.63
PO0170880RC541,2014-05-27,60.62
PO0170880RC541,2014-06-16,60.67
PO0170880RC541,2014-07-07,60.73
PO0170880RC541,2014-08-06,60.71
PO0170880RC541,2014-09-15,60.72
PO0170880RC541,2014-10-14,61.06
PO0170880RC541,2014-11-19,60.86
PO0170880RC541,2014-12-16,60.81
PO0170880RC541,2015-03-24,60.63
PO0170880RC541,2015-04-23,60.965
PO0170880RC541,2015-05-14,60.7
PO0170880RC541,2015-06-11,60.8
PO0170880RC541,2015-08-31,60.57
PO0170880RC541,2015-09-17,60.55
PO0170880RC541,2015-10-20,60.64
PO0170880RC541,2015-11-26,60.6
PO0170880RC541,2015-12-11,60.6
PO0170880RC541,2016-01-21,60.63
PO0170880RC541,2016-02-11,60.66
PO0170880RC541,2016-03-04,60.89
PO0170880RC541,2016-04-27,60.85
PO0170880RC541,2016-05-25,60.64
PO0170880RC541,2016-06-29,60.51
PO0170880RC541,2016-07-12,60.57
PO0170880RC541,2016-08-25,60.37
PO0170880RC541,2016-09-15,60.63
PO0170880RC541,2016-10-21,60.73
PO0170880RC541,2016-11-08,60.72
PO0170880RC541,2017-01-27,60.64
PO0170880RC541,2017-02-14,60.65
PO0170880RC541,2017-03-31,60.66
PO0170880RC541,2017-04-07,60.66
PO0170880RC541,2017-05-22,58.46
PO0170880RC541,2017-11-22,58.57
PO0170880RC541,2017-12-15,58.67
PO0170880RC541,2018-01-25,60.67
PO0170880RC541,2018-05-28,60.46
PO0170880RC541,2018-08-22,60.42
PO0170880RC541,2018-09-26,60.47
PO0170880RC541,2018-10-30,61.79
PO0170880RC541,2019-01-08,60.61
PO0170880RC541,2019-02-27,60.53
PO0170880RC541,2019-03-18,60.45
PO0170880RC541,2019-04-08,60.48
PO0170880RC541,2019-05-27,60.68
PO0170880RC541,2019-06-24,60.59
PO0170880RC541,2019-07-10,60.45
PO0170880RC541,2019-08-21,60.56
PO0170880RC541,2019-09-23,60.67
PO0170880RC541,2019-10-14,60.89
PO0170880RC541,2019-11-22,61.19
PO0170880RC541,2019-12-06,61.25
PO020030NU0004,2008-01-22,14.18
PO020030NU0004,2008-02-27,14.18
PO020030NU0004,2008-04-07,14.17
PO020030NU0004,2008-06-20,14.21
PO020030NU0004,2008-07-17,14.18
PO020030NU0004,2008-09-12,14.26
PO020030NU0004,2008-10-08,14.21
PO020030NU0004,2008-11-06,14.36
PO020030NU0004,2008-12-15,14.454999999999998
PO020030NU0004,2009-01-13,14.3
PO020030NU0004,2009-02-09,14.56
PO020030NU0004,2009-03-26,14.4
PO020030NU0004,2009-04-14,14.45
PO020030NU0004,2009-05-08,14.41
PO020030NU0004,2009-06-17,14.28
PO020030NU0004,2009-07-10,14.24
PO020030NU0004,2009-08-04,14.18
PO020030NU0004,2009-09-07,14.16
PO020030NU0004,2009-10-30,14.1
PO020030NU0004,2009-11-19,14.17
PO020030NU0004,2009-12-28,14.27
PO020030NU0004,2010-01-31,14.39325
PO020030NU0004,2010-02-23,14.415739130434783
PO020030NU0004,2010-03-30,14.41
PO020030NU0004,2010-04-12,14.38
PO020030NU0004,2010-05-28,14.4
PO020030NU0004,2010-06-30,14.5
PO020030NU0004,2010-07-30,14.31
PO020030NU0004,2010-08-12,14.35
PO020030NU0004,2010-09-10,14.408571428571433
PO020030NU0004,2010-10-01,14.428451612903226
PO020030NU0004,2010-11-01,14.523666666666664
PO020030NU0004,2010-12-01,14.597689655172411
PO020030NU0004,2011-01-01,14.550222222222224
PO020030NU0004,2011-02-28,14.45
PO020030NU0004,2011-03-31,14.49
PO020030NU0004,2011-04-26,14.37
PO020030NU0004,2011-05-10,14.35
PO020030NU0004,2011-06-20,14.47
PO020030NU0004,2011-07-14,14.36
PO020030NU0004,2011-08-12,14.28
PO020030NU0004,2011-09-07,14.49
PO020030NU0004,2011-10-04,14.21
PO020030NU0004,2011-11-02,14.31
PO020030NU0004,2011-12-06,14.27
PO020030NU0004,2012-01-11,14.22
PO020030NU0004,2012-02-29,14.19
PO020030NU0004,2012-03-23,14.18
PO020030NU0004,2012-04-06,14.18
PO020030NU0004,2012-05-15,14.23
PO020030NU0004,2012-06-21,14.2
PO020030NU0004,2012-07-23,14.14
PO020030NU0004,2012-08-09,15.1
PO020030NU0004,2012-09-27,14.18
PO020030NU0004,2012-10-17,14.4
PO020030NU0004,2012-11-30,14.4
PO020030NU0004,2012-12-28,14.39
PO020030NU0004,2013-01-30,14.52
PO020030NU0004,2013-02-28,14.5
PO020030NU0004,2013-03-11,14.54
PO020030NU0004,2013-04-07,14.48
PO020030NU0004,2013-05-07,14.44
PO020030NU0004,2013-06-27,14.43
PO020030NU0004,2013-07-24,14.32
PO020030NU0004,2013-08-13,14.25
PO020030NU0004,2013-09-27,14.26
PO020030NU0004,2013-10-21,14.3
PO020030NU0004,2013-11-29,14.28
PO020030NU0004,2013-12-20,14.33
PO020030NU0004,2014-01-29,14.48
PO020030NU0004,2014-02-18,14.55
PO020030NU0004,2014-03-25,14.6
PO020030NU0004,2014-04-10,14.5
PO020030NU0004,2014-05-30,14.45
PO020030NU0004,2014-06-04,14.5
PO020030NU0004,2014-07-14,14.38
PO020030NU0004,2014-08-14,14.25
PO020030NU0004,2014-09-30,14.08
PO020030NU0004,2014-10-29,14.49
PO020030NU0004,2014-11-28,14.42
PO020030NU0004,2014-12-18,14.55
PO020030NU0004,2015-01-30,14.74
PO020030NU0004,2015-02-20,14.77
PO020030NU0004,2015-03-19,14.33
PO020030NU0004,2015-04-28,14.29
PO020030NU0004,2015-05-27,14.27
PO020030NU0004,2015-06-12,14.2
PO020030NU0004,2015-07-30,14.15
PO020030NU0004,2015-08-28,14.7
PO020030NU0004,2015-09-30,14.3
PO020030NU0004,2015-10-30,14.38
PO020030NU0004,2015-11-23,14.4
PO020030NU0004,2015-12-02,14.35
PO020030NU0004,2016-01-22,14.22
PO020030NU0004,2016-02-29,14.4
PO020030NU0004,2016-03-29,14.4
PO020030NU0004,2016-04-26,14.38
PO020030NU0004,2016-05-20,14.4
PO020030NU0004,2016-06-24,14.35
PO020030NU0004,2016-07-28,14.48
PO020030NU0004,2016-08-12,14.33
PO020030NU0004,2016-09-29,14.35
PO020030NU0004,2016-10-21,14.44
PO020030NU0004,2016-11-30,14.41
PO020030NU0004,2016-12-16,14.35
PO020030NU0004,2017-01-20,14.33
PO020030NU0004,2017-02-10,14.31
PO020030NU0004,2017-03-14,14.27
PO020030NU0004,2017-04-27,14.27
PO020030NU0004,2017-05-01,14.231666666666666
PO020030NU0004,2017-06-01,14.211347222222203
PO020030NU0004,2017-07-01,14.24120967741932
PO020030NU0004,2017-08-01,14.290201612903248
PO020030NU0004,2017-09-01,14.252611111111094
PO020030NU0004,2017-10-01,14.257069892473096
PO020030NU0004,2017-11-01,14.204555555555537
PO020030NU0004,2017-12-01,14.196209677419365
PO020030NU0004,2018-01-01,14.196236559139766
PO020030NU0004,2018-02-01,14.247648809523763
PO020030NU0004,2018-03-01,14.47424731182794
PO020030NU0004,2018-04-01,14.472875000000002
PO020030NU0004,2018-05-01,14.434368279569888
PO020030NU0004,2018-06-01,14.42149999999996
PO020030NU0004,2018-07-01,14.3956451612903
PO020030NU0004,2018-08-01,14.35514784946236
PO020030NU0004,2018-09-01,14.33608333333338
PO020030NU0004,2018-10-01,14.30502688172044
PO020030NU0004,2018-11-01,14.398319444444462
PO020030NU0004,2018-12-01,14.383024193548392
PO020030NU0004,2019-01-01,14.340026881720425
PO020030NU0004,2019-02-01,14.379747023809538
PO020030NU0004,2019-03-01,14.33723118279574
PO020030NU0004,2019-04-01,14.38183333333334
PO020030NU0004,2019-05-01,14.564247311827993
PO020030NU0004,2019-06-01,14.56281944444445
PO020030NU0004,2019-07-01,14.435551075268805
PO020030NU0004,2019-08-01,14.405471447543144
PO020030NU0004,2019-09-01,14.378060344827585
PO020030NU0004,2019-10-01,14.37494623655915
PO020030NU0004,2019-11-01,14.571041666666696
PO020030NU0004,2019-12-01,14.62602150537636
PO020030NU0004,2020-01-01,14.534099462365576
PO020030NU0004,2020-02-01,14.410287356321822
PO020030NU0004,2020-03-01,14.322661290322625
PO020030NU0004,2020-04-01,14.274347222222204
PO020030NU0004,2020-05-01,14.246586021505363
PO020030NU0004,2020-06-01,14.283986111111146
PO020030NU0004,2020-07-01,14.2463575268817
PO020030NU0004,2020-08-01,14.284704301075276
PO020030NU0004,2020-09-01,14.256152777777748
PO020030NU0004,2020-10-01,14.331975806451595
PO020030NU0004,2020-11-01,14.326694444444485
PO020030NU0004,2020-12-01,14.505967741935496
PO020030NU0004,2021-01-01,14.511284671532804
PO020032NR0001,2006-01-15,32.918
PO020032NR0001,2006-02-15,32.808
PO020032NR0001,2006-03-15,32.738
PO020032NR0001,2006-06-15,32.148
PO020032NR0001,2006-07-15,31.928
PO020032NR0001,2006-08-15,32.048
PO020032NR0001,2006-09-15,32.348
PO020032NR0001,2006-10-15,32.208
PO020032NR0001,2006-11-15,31.958
PO020032NR0001,2006-12-15,32.168
PO020032NR0001,2007-01-15,32.098
PO020032NR0001,2007-03-15,30.788
PO020032NR0001,2007-04-15,30.798
PO020032NR0001,2007-05-15,30.628
PO020032NR0001,2007-06-15,30.878
PO020032NR0001,2007-07-15,30.328
PO020032NR0001,2007-08-15,30.25
PO020032NR0001,2007-10-15,30.048
PO020032NR0001,2007-12-15,30.908
PO020032NR0001,2008-02-01,31.01
PO020032NR0001,2008-04-10,30.51
PO020032NR0001,2008-05-01,30.938
PO020032NR0001,2008-06-27,30.7
PO020032NR0001,2008-07-24,30.56
PO020032NR0001,2008-09-14,30.492
PO020032NR0001,2008-10-01,30.38
PO020032NR0001,2008-11-07,31.004
PO020032NR0001,2008-12-03,31.228
PO020032NR0001,2009-01-22,31.26
PO020032NR0001,2009-02-26,31.44
PO020032NR0001,2009-03-27,31.34
PO020032NR0001,2009-04-30,31.65
PO020032NR0001,2009-05-05,32.685
PO020032NR0001,2009-06-25,30.85
PO020032NR0001,2009-07-31,30.56
PO020032NR0001,2009-09-14,30.45
PO020032NR0001,2009-11-26,31.178
PO020032NR0001,2009-12-17,31.11
PO020032NR0001,2010-01-31,30.35
PO020032NR0001,2010-02-25,31.68
PO020032NR0001,2010-03-31,31.35
PO020032NR0001,2010-05-04,31.08
PO020032NR0001,2010-06-30,31.17
PO020032NR0001,2010-08-09,30.79
PO020032NR0001,2010-09-15,31.25
PO020032NR0001,2010-10-15,30.77
PO020032NR0001,2010-11-02,31.37
PO020032NR0001,2010-12-16,31.7
PO020032NR0001,2011-01-31,31.3
PO020032NR0001,2011-02-28,31.56
PO020032NR0001,2011-03-03,31.54
PO020032NR0001,2011-04-27,31.7
PO020032NR0001,2011-05-23,31.08
PO020032NR0001,2011-06-27,30.89
PO020032NR0001,2011-07-30,30.79
PO020032NR0001,2011-08-23,30.778
PO020032NR0001,2011-09-08,30.792
PO020032NR0001,2011-10-06,30.51
PO020032NR0001,2011-11-24,30.88
PO020032NR0001,2011-12-16,30.75
PO020032NR0001,2012-01-15,30.62
PO020032NR0001,2012-02-15,30.626
PO020032NR0001,2012-03-15,30.63
PO020032NR0001,2012-04-27,30.84
PO020032NR0001,2012-05-16,30.89
PO020032NR0001,2012-06-15,30.73
PO020032NR0001,2012-07-15,30.55
PO020032NR0001,2012-08-13,30.57
PO020032NR0001,2012-09-15,30.34
PO020032NR0001,2012-10-15,30.53
PO020032NR0001,2012-11-12,30.64
PO020032NR0001,2012-12-15,31.62
PO020032NR0001,2013-01-29,31.765
PO020032NR0001,2013-02-12,31.246
PO020032NR0001,2013-03-05,31.606
PO020032NR0001,2013-04-02,31.858
PO020032NR0001,2013-05-20,32.08
PO020032NR0001,2013-06-07,32.006
PO020032NR0001,2013-07-22,31.47
PO020032NR0001,2013-08-30,30.006
PO020032NR0001,2013-09-26,30.77
PO020032NR0001,2013-10-03,30.472
PO020032NR0001,2013-11-25,30.537
PO020032NR0001,2013-12-11,30.008
PO020032NR0001,2014-01-20,32.49
PO020032NR0001,2014-05-21,30.38
PO020032NR0001,2014-09-26,30.77
PO020032NR0001,2014-10-14,30.028
PO020032NR0001,2014-11-14,31.83
PO020032NR0001,2014-12-14,32.06
PO020032NR0001,2015-01-22,31.608
PO020032NR0001,2015-02-26,31.818
PO020032NR0001,2015-03-31,31.708
PO020032NR0001,2015-04-29,31.438
PO020032NR0001,2015-05-27,31.293
PO020032NR0001,2015-06-26,30.848
PO020032NR0001,2015-07-30,30.558
PO020032NR0001,2015-08-27,30.828
PO020032NR0001,2015-09-24,30.788
PO020032NR0001,2015-10-29,30.438
PO020032NR0001,2015-11-26,30.583
PO020032NR0001,2015-12-21,30.638
PO020032NR0001,2016-01-29,30.808
PO020032NR0001,2016-02-29,31.608
PO020032NR0001,2016-03-29,31.448
PO020032NR0001,2016-04-29,30.948
PO020032NR0001,2016-05-17,31.508
PO020032NR0001,2016-06-01,31.338
PO020032NR0001,2016-07-26,30.898
PO020032NR0001,2016-08-26,30.658
PO020032NR0001,2016-09-30,30.908
PO020032NR0001,2016-10-18,31.108
PO020032NR0001,2016-11-01,31.128
PO020032NR0001,2016-12-23,31.118
PO020032NR0001,2017-02-28,31.278
PO020032NR0001,2017-03-30,31.078
PO020032NR0001,2017-04-28,31.178
PO020032NR0001,2017-05-25,31.078
PO020032NR0001,2017-08-31,30.868
PO020032NR0001,2017-09-28,30.218
PO020032NR0001,2017-11-16,30.94
PO020032NR0001,2018-01-01,30.918
PO020032NR0001,2018-02-28,29.49
PO020032NR0001,2018-03-01,29.498
PO020032NR0001,2018-04-01,30.218
PO020032NR0001,2018-05-21,30.068
PO020032NR0001,2018-06-27,30.158
PO020032NR0001,2018-07-01,29.928
PO020032NR0001,2018-08-01,29.858
PO020032NR0001,2018-09-01,29.968
PO020032NR0001,2018-10-01,30.138
PO020032NR0001,2018-11-21,30.228
PO020032NR0001,2018-12-07,30.288
PO020032NR0001,2019-01-29,30.078
PO020032NR0001,2019-02-25,30.128
PO020032NR0001,2019-03-28,30.008
PO020032NR0001,2019-04-30,30.158
PO020032NR0001,2019-05-24,30.238
PO020032NR0001,2019-06-26,30.198
PO020032NR0001,2019-07-30,30.108
PO020032NR0001,2019-08-29,30.048
PO020032NR0001,2019-09-26,30.258
PO020032NR0001,2019-10-30,30.368
PO020032NR0001,2019-11-28,30.558
PO020032NR0001,2019-12-30,30.908
PO020032NR0001,2020-01-30,31.208
PO020032NR0001,2020-02-25,30.908
PO020032NR0001,2020-03-27,30.588
PO020032NR0001,2020-04-28,30.298
PO020032NR0001,2020-05-15,30.408
PO020032NR0001,2020-06-15,30.608
PO020032NR0001,2020-07-15,30.168
PO020032NR0001,2020-08-15,29.908
PO020032NR0001,2020-09-15,29.818
PO020032NR0001,2020-10-15,30.108
PO020032NR0001,2020-11-15,30.908
PO020032NR0001,2020-12-15,31.208
PO020034NU0002,2013-12-09,65.09
PO020034NU0002,2014-02-19,66.46
PO020034NU0002,2014-05-12,65.61
PO020034NU0002,2014-06-25,65.98
PO020034NU0002,2014-07-16,66.2
PO020034NU0002,2014-08-04,67.91
PO020034NU0002,2014-09-10,65.52
PO020034NU0002,2014-10-08,65.7
PO020034NU0002,2014-11-04,65.87
PO020034NU0002,2014-12-12,66.09
PO020034NU0002,2015-01-20,65.66
PO020034NU0002,2015-02-18,65.52
PO020034NU0002,2015-03-12,65.29
PO020034NU0002,2015-04-16,65.08
PO020034NU0002,2015-05-20,64.93
PO020034NU0002,2015-06-18,65.5
PO020034NU0002,2015-07-10,64.9
PO020034NU0002,2015-08-05,64.62
PO020034NU0002,2015-09-23,64.04
PO020034NU0002,2015-10-19,63.31
PO020034NU0002,2015-11-18,63.8
PO020034NU0002,2016-01-29,62.84
PO020034NU0002,2016-02-12,63.0
PO020034NU0002,2016-03-02,62.93
PO020034NU0002,2016-04-21,63.04
PO020034NU0002,2016-05-12,63.22
PO020034NU0002,2016-06-21,63.23
PO020034NU0002,2016-07-07,64.02
PO020034NU0002,2016-08-21,63.83
PO020034NU0002,2016-09-21,63.95
PO020034NU0002,2016-10-21,64.02
PO020034NU0002,2016-11-21,63.93
PO020034NU0002,2016-12-06,63.5
PO020034NU0002,2017-01-30,60.62
PO020034NU0002,2017-02-21,60.71
PO020034NU0002,2017-03-27,60.72
PO020034NU0002,2017-04-18,61.28
PO020034NU0002,2017-05-16,60.61
PO020034NU0002,2017-06-28,60.54
PO020034NU0002,2017-07-06,60.41
PO020034NU0002,2017-08-08,60.28
PO020034NU0002,2017-09-05,60.71
PO020034NU0002,2017-10-19,60.51
PO020034NU0002,2017-11-01,62.32017054263573
PO020034NU0002,2017-12-01,62.189549428379365
PO020034NU0002,2018-01-01,62.13671052631608
PO020034NU0002,2018-02-01,62.13267857142856
PO020034NU0002,2018-03-01,62.08834677419348
PO020034NU0002,2018-04-01,62.35491666666668
PO020034NU0002,2018-05-01,62.62318548387094
PO020034NU0002,2018-06-01,62.7189166666667
PO020034NU0002,2018-07-01,62.98983870967737
PO020034NU0002,2018-08-01,63.14814516129031
PO020034NU0002,2018-09-01,63.29374999999996
PO020034NU0002,2018-10-01,62.986572580645145
PO020034NU0002,2018-11-01,62.73584323040388
PO020034NU0002,2018-12-01,62.6129838709678
PO020034NU0002,2019-01-01,62.44895161290319
PO020034NU0002,2019-02-01,62.22357142857138
PO020034NU0002,2019-03-01,62.02459677419353
PO020034NU0002,2019-04-01,61.910708333333154
PO020034NU0002,2019-05-01,62.00145161290335
PO020034NU0002,2019-06-01,61.83916666666663
PO020034NU0002,2019-07-01,61.91673387096774
PO020034NU0002,2019-08-01,62.60141129032256
PO020034NU0002,2019-09-01,62.88662500000002
PO020034NU0002,2019-10-01,62.76370967741936
PO020034NU0002,2019-11-01,62.86004166666668
PO020034NU0002,2019-12-01,63.60032258064518
PO020034NU0002,2020-01-01,63.71290322580645
PO020034NU0002,2020-02-01,63.2554310344828
PO020034NU0002,2020-03-01,62.836653225806366
PO020034NU0002,2020-04-01,62.5757916666668
PO020034NU0002,2020-05-01,62.84080645161285
PO020034NU0002,2020-06-01,63.28400000000002
PO020034NU0002,2020-07-01,63.52866935483873
PO020034NU0002,2020-08-01,63.872379032258046
PO020034NU0002,2020-09-01,63.95587499999996
PO020034NU0002,2020-10-01,63.82318548387096
PO020034NU0002,2020-11-01,63.86208333333336
PO020034NU0002,2020-12-01,64.17471774193551
PO020034NU0002,2021-01-01,64.75621794871792
PO0171220R0001,2016-01-28,70.14
PO0171220R0001,2016-02-17,70.12
PO0171220R0001,2016-03-14,70.35
PO0171220R0001,2016-04-22,69.63
PO0171220R0001,2016-05-06,69.56
PO0171220R0001,2016-06-29,70.53
PO0171220R0001,2016-07-15,69.04
PO0171220R0001,2016-08-05,70.46
PO0171220R0001,2016-09-30,69.24
PO0171220R0001,2016-10-07,68.38
PO0171220R0001,2016-11-11,68.3
PO0171220R0001,2016-12-22,68.27
PO0171220R0001,2017-01-20,67.67
PO0171220R0001,2017-02-22,67.94
PO0171220R0001,2017-03-24,67.92
PO0171220R0001,2017-04-11,67.69
PO0171220R0001,2017-05-02,68.02
PO0171220R0001,2017-06-29,67.55
PO0171220R0001,2017-07-26,68.01
PO0171220R0001,2017-08-11,68.13
PO0171220R0001,2017-09-28,68.42
PO0171220R0001,2017-10-17,68.11
PO0171220R0001,2017-11-29,70.18
PO0171220R0001,2017-12-15,70.2
PO0171220R0001,2018-01-24,70.22
PO0171220R0001,2018-02-20,70.07
PO0171220R0001,2018-03-15,70.08
PO0171220R0001,2018-04-24,70.21
PO0171220R0001,2018-05-10,70.22
PO0171220R0001,2018-06-15,70.4
PO0171220R0001,2018-07-27,70.53
PO0171220R0001,2018-09-25,70.87
PO0171220R0001,2019-01-08,70.64
PO0171220R0001,2019-02-27,70.36
PO0171220R0001,2019-03-18,70.24
PO0171220R0001,2019-04-08,70.12
PO0171220R0001,2019-05-29,70.55
PO0171220R0001,2019-06-21,70.37
PO0171220R0001,2019-07-18,69.63
PO0171220R0001,2019-08-21,69.17
PO0171220R0001,2019-09-06,69.73
PO0171220R0001,2019-10-28,70.36
PO0171220R0001,2019-11-22,71.4
PO0171220R0001,2019-12-06,71.52
PO0171220R0001,2020-01-10,71.44
PO0171220R0001,2020-02-14,71.39
PO0171220R0001,2020-08-13,70.56
PO0171220R0001,2020-10-20,70.58
PO017122NRP001,2015-07-07,75.11
PO017122NRP001,2015-08-26,74.96
PO017122NRP001,2015-09-16,75.32
PO017122NRP001,2015-10-06,75.44
PO017122NRP001,2015-11-13,75.54
PO017122NRP001,2015-12-29,75.65
PO017122NRP001,2016-01-15,75.68
PO017122NRP001,2016-02-17,75.55
PO017122NRP001,2016-03-14,75.73
PO017122NRP001,2016-04-22,75.38
PO017122NRP001,2016-05-06,75.28
PO017122NRP001,2016-06-10,75.75
PO017122NRP001,2016-07-08,75.03
PO017122NRP001,2016-08-05,75.26
PO017122NRP001,2016-09-27,75.76
PO017122NRP001,2016-10-27,73.66
PO017122NRP001,2016-11-11,73.64
PO017122NRP001,2016-12-09,73.63
PO017122NRP001,2017-01-07,73.15
PO017122NRP001,2017-02-22,73.05
PO017122NRP001,2017-03-22,72.45
PO017122NRP001,2017-04-11,73.01
PO017122NRP001,2017-05-17,73.37
PO017122NRP001,2017-06-29,72.65
PO017122NRP001,2017-07-26,72.41
PO017122NRP001,2017-08-11,72.31
PO017122NRP001,2017-09-28,71.56
PO017122NRP001,2017-10-11,72.82
PO017122NRP001,2017-11-08,72.91
PO017122NRP001,2017-12-21,72.96
PO017122NRP001,2018-01-25,73.05
PO017122NRP001,2018-02-20,73.16
PO017122NRP001,2018-03-29,74.07
PO017122NRP001,2018-04-17,73.82
PO017122NRP001,2018-05-02,73.76
PO017122NRP001,2018-06-21,73.6
PO017122NRP001,2018-08-31,75.2
PO017122NRP001,2018-09-21,75.94
PO017122NRP001,2018-10-18,75.9
PO017122NRP001,2018-11-12,75.85
PO017122NRP001,2018-12-13,75.74
PO017122NRP001,2019-01-21,75.55
PO017122NRP001,2019-02-25,75.78
PO017122NRP001,2019-03-21,75.66
PO017122NRP001,2019-04-08,75.55
PO017122NRP001,2019-05-30,76.21
PO017122NRP001,2019-06-21,75.38
PO017122NRP001,2019-07-18,75.21
PO017122NRP001,2019-08-09,74.35
PO017122NRP001,2019-09-06,75.09
PO017122NRP001,2019-10-01,75.26
PO017122NRP001,2019-11-08,76.09
PO017122NRP001,2019-12-06,76.29
PO017122NRP001,2020-01-29,76.14
PO017122NRP001,2020-02-14,76.22
PO017122NRP001,2020-08-13,75.43
PO017122NRP001,2020-12-03,75.35
PO0200510R0002,2012-02-20,21.97
PO0200510R0002,2012-03-22,21.88
PO0200510R0002,2012-04-06,21.86
PO0200510R0002,2012-05-07,21.95
PO0200510R0002,2012-06-06,22.03
PO0200510R0002,2012-07-16,22.15
PO0200510R0002,2012-08-03,22.2
PO0200510R0002,2012-09-06,22.25
PO0200510R0002,2012-10-23,22.3
PO0200510R0002,2012-11-07,22.15
PO0200510R0002,2012-12-10,22.31
PO0200510R0002,2013-01-30,22.82
PO0200510R0002,2013-02-06,22.85
PO0200510R0002,2013-03-27,23.1
PO0200510R0002,2013-04-22,23.1
PO0200510R0002,2013-05-15,23.05
PO0200510R0002,2013-06-17,22.98
PO0200510R0002,2013-07-11,23.0
PO0200510R0002,2013-08-21,23.1
PO0200510R0002,2013-09-24,22.47
PO0200510R0002,2013-10-02,22.72
PO0200510R0002,2013-11-21,22.31
PO0200510R0002,2013-12-09,22.29
PO0200510R0002,2014-01-07,22.37
PO0200510R0002,2014-02-02,22.57
PO0200510R0002,2014-03-23,22.4
PO0200510R0002,2014-04-22,22.49
PO0200510R0002,2014-05-21,22.77
PO0200510R0002,2014-06-25,22.75
PO0200510R0002,2014-07-11,22.6
PO0200510R0002,2014-08-19,22.47
PO0200510R0002,2014-09-09,22.4
PO0200510R0002,2014-10-08,22.27
PO0200510R0002,2014-11-03,22.29
PO0200510R0002,2014-12-02,22.37
PO0200510R0002,2015-01-12,22.42
PO0200510R0002,2015-02-19,22.84
PO0200510R0002,2015-03-09,22.77
PO0200510R0002,2015-04-16,22.71
PO0200510R0002,2015-05-25,22.6
PO0200510R0002,2015-06-25,22.55
PO0200510R0002,2015-07-21,22.85
PO0200510R0002,2015-08-25,22.59
PO0200510R0002,2015-09-24,22.43
PO0200510R0002,2015-10-27,22.3
PO0200510R0002,2015-11-17,22.24
PO0200510R0002,2015-12-16,12.14
PO0200510R0002,2016-01-26,22.02
PO0200510R0002,2016-02-25,21.96
PO0200510R0002,2016-03-29,22.21
PO0200510R0002,2016-04-22,22.22
PO0200510R0002,2016-05-30,22.54
PO0200510R0002,2016-06-21,22.37
PO0200510R0002,2016-07-18,22.61
PO0200510R0002,2016-08-22,22.52
PO0200510R0002,2016-09-28,22.39
PO0200510R0002,2016-10-26,22.29
PO0200510R0002,2016-11-15,22.04
PO0200510R0002,2016-12-12,22.14
PO0200510R0002,2017-01-30,21.9
PO0200510R0002,2017-02-22,22.06
PO0200510R0002,2017-03-14,22.0
PO0200510R0002,2017-04-14,21.98
PO0200510R0002,2017-05-18,22.11
PO0200510R0002,2017-06-16,22.26
PO0200510R0002,2017-07-20,22.38
PO0200510R0002,2017-08-29,22.31
PO0200510R0002,2017-09-18,22.24
PO0200510R0002,2017-10-23,22.08
PO0200510R0002,2017-11-30,21.95
PO0200510R0002,2017-12-21,21.91
PO0200510R0002,2018-01-23,21.89
PO0200510R0002,2018-02-07,21.89
PO0200510R0002,2018-03-29,22.22
PO0200510R0002,2018-04-23,22.22
PO0200510R0002,2018-06-26,22.45
PO0200510R0002,2018-07-16,22.53
PO0200510R0002,2018-08-28,22.43
PO0200510R0002,2018-09-20,22.3
PO0200510R0002,2018-10-24,22.13
PO0200510R0002,2018-11-27,22.14
PO0200510R0002,2018-12-17,22.08
PO0200510R0002,2019-01-25,21.98
PO0200510R0002,2019-02-26,21.96
PO0200510R0002,2019-03-19,21.91
PO0200510R0002,2019-04-05,21.89
PO0200510R0002,2019-05-31,22.54
PO0200510R0002,2019-06-11,22.5
PO0200510R0002,2019-07-01,22.74
PO0200510R0002,2019-08-12,22.7
PO0200510R0002,2019-09-09,22.52
PO0200510R0002,2019-10-28,22.24
PO0200510R0002,2019-11-12,22.32
